"NumTag","L1","L2","L3","L4","L5","L6","L7","L8","ValueType","Editable","Searchable","Value","IsPartOf","HasPart","AttachTo","ArticulateWith","Expert"
"0001, 0001","Functional anatomy",,,,,,,,"tag","n","n",,,,,,"Testi"
"0001, 0002",,"DictionaryURI",,,,,,,"URI","n","n","$HOME/FA_onto",,,,,"Testi"
"0001, 0003",,"DictionaryVersion",,,,,,,"date","n","n",,,,,,"Testi"
"0001, 0004",,"Anatomy",,,,,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0005",,,"Body",,,,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0006",,,,"Regions",,,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0007",,,,,"Head",,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0008",,,,,"Neck",,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0009",,,,,"Thorax",,,,"bool","y","y","FALSE","LeftSerratoThoracic, RightSerratoThoracic",,,,"ULB"
"0001, 0010",,,,,"Back",,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0011",,,,,"Abdomen",,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0012",,,,,"LeftSpine",,,,"bool","y","y","FALSE","Back",,,,"ULB"
"0001, 0013",,,,,"RightSpine",,,,"bool","y","y","FALSE","Back",,,,"ULB"
"0001, 0014",,,,,"Pelvis",,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0015",,,,,"LeftUpperLimb",,,,"bool","y","y","FALSE",,"LeftShoulder, LeftUpperArm, LeftForeArm, LeftHand",,,"ULB"
"0001, 0016",,,,,"RightUpperLimb",,,,"bool","y","y","FALSE",,"RightShoulder, RightUpperArm, RightForeArm, RightHand",,,"ULB"
"0001, 0017",,,,,"LeftShoulder",,,,"bool","y","y","FALSE","LeftUpperLimb",,,,"ULB"
"0001, 0018",,,,,"RightShoulder",,,,"bool","y","y","FALSE","RightUpperLimb",,,,"ULB"
"0001, 0019",,,,,"LeftUpperArm",,,,"bool","y","y","FALSE","LeftUpperLimb","LeftUpperArmAnterior, LeftUpperArmPosterior",,,"ULB"
"0001, 0020",,,,,"LeftUpperArmAnterior",,,,"bool","y","y","FALSE","LeftUpperLimb, LeftUpperArm",,,,"ULB"
"0001, 0021",,,,,"LeftUpperArmPosterior",,,,"bool","y","y","FALSE","LeftUpperLimb, LeftUpperArm",,,,"ULB"
"0001, 0022",,,,,"RightUpperArm",,,,"bool","y","y","FALSE","RightUpperLimb","RightUpperArmAnterior, RightUpperArmPosterior",,,"ULB"
"0001, 0023",,,,,"RightUpperArmAnterior",,,,"bool","y","y","FALSE","RightUpperArm",,,,"ULB"
"0001, 0024",,,,,"RightUpperArmPosterior",,,,"bool","y","y","FALSE","RightUpperArm",,,,"ULB"
"0001, 0025",,,,,"LeftForeArm",,,,"bool","y","y","FALSE","LeftUpperLimb","LeftForeArmAnterior, LeftForeArmPosterior, LeftForeArmLateral",,,"ULB"
"0001, 0026",,,,,"LeftForeArmAnterior",,,,"bool","y","y","FALSE","LeftForeArm",,,,"ULB"
"0001, 0027",,,,,"LeftForeArmPosterior",,,,"bool","y","y","FALSE","LeftForeArm",,,,"ULB"
"0001, 0028",,,,,"LeftForeArmLateral",,,,"bool","y","y","FALSE","LeftForeArm",,,,"ULB"
"0001, 0029",,,,,"RightForeArm",,,,"bool","y","y","FALSE","RightUpperLimb","RightForeArmAnterior, RightForeArmPosterior, RightForeArmLateral",,,"ULB"
"0001, 0030",,,,,"RightForeArmAnterior",,,,"bool","y","y","FALSE","RightForeArm",,,,"ULB"
"0001, 0031",,,,,"RightForeArmPosterior",,,,"bool","y","y","FALSE","RightForeArm",,,,"ULB"
"0001, 0032",,,,,"RightForeArmLateral",,,,"bool","y","y","FALSE","RightForeArm",,,,"ULB"
"0001, 0033",,,,,"LeftHand",,,,"bool","y","y","FALSE","LeftUpperLimb","LeftHandAnterior, LeftHandPosterior",,,"ULB"
"0001, 0034",,,,,"LeftHandAnterior",,,,"bool","y","y","FALSE","LeftHand",,,,"ULB"
"0001, 0035",,,,,"LeftHandPosterior",,,,"bool","y","y","FALSE","LeftHand",,,,"ULB"
"0001, 0036",,,,,"RightHand",,,,"bool","y","y","FALSE","RightUpperLimb","RightHandAnterior, RightHandPosterior",,,"ULB"
"0001, 0037",,,,,"RightHandAnterior",,,,"bool","y","y","FALSE","RightHand",,,,"ULB"
"0001, 0038",,,,,"RightHandPosterior",,,,"bool","y","y","FALSE","RightHand",,,,"ULB"
"0001, 0039",,,,,"LeftLowerLimb",,,,"bool","y","y","FALSE",,"LeftPelvis, LeftThigh, LeftShank, LeftFoot",,,"ULB"
"0001, 0040",,,,,"RightLowerLimb",,,,"bool","y","y","FALSE",,"RightPelvis, RightThigh, RightShank, RightFoot",,,"ULB"
"0001, 0041",,,,,"LeftPelvis",,,,"bool","y","y","FALSE","LeftLowerLimb",,,,"ULB"
"0001, 0042",,,,,"RightPelvis",,,,"bool","y","y","FALSE","RightLowerLimb",,,,"ULB"
"0001, 0043",,,,,"LeftThigh",,,,"bool","y","y","FALSE","LeftLowerLimb","LeftThighAnterior, LeftThighMedial, LeftThighPosterior",,,"ULB"
"0001, 0044",,,,,"LeftThighAnterior",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftThigh",,,,"ULB"
"0001, 0045",,,,,"LeftThighMedial",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftThigh",,,,"ULB"
"0001, 0046",,,,,"LeftThighPosterior",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftThigh",,,,"ULB"
"0001, 0047",,,,,"RightThigh",,,,"bool","y","y","FALSE","RightLowerLimb","RightThighAnterior, RightThighMedial, RightThighPosterior",,,"ULB"
"0001, 0048",,,,,"RightThighAnterior",,,,"bool","y","y","FALSE","RightLowerLimb, RightThigh",,,,"ULB"
"0001, 0049",,,,,"RightThighMedial",,,,"bool","y","y","FALSE","RightLowerLimb, RightThigh",,,,"ULB"
"0001, 0050",,,,,"RightThighPosterior",,,,"bool","y","y","FALSE","RightLowerLimb, RightThigh",,,,"ULB"
"0001, 0051",,,,,"LeftShank",,,,"bool","y","y","FALSE","LeftLowerLimb","LeftShankAnterior, LeftShankPosterior, LeftShankLateral",,,"ULB"
"0001, 0052",,,,,"LeftShankAnterior",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftShank",,,,"ULB"
"0001, 0053",,,,,"LeftShankPosterior",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftShank",,,,"ULB"
"0001, 0054",,,,,"LeftShankLateral",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftShank",,,,"ULB"
"0001, 0055",,,,,"RightShank",,,,"bool","y","y","FALSE","RightLowerLimb","RightShankAnterior, RightShankPosterior, RightShankLateral",,,"ULB"
"0001, 0056",,,,,"RightShankAnterior",,,,"bool","y","y","FALSE","RightLowerLimb, RightShank",,,,"ULB"
"0001, 0057",,,,,"RightShankPosterior",,,,"bool","y","y","FALSE","RightLowerLimb, RightShank",,,,"ULB"
"0001, 0058",,,,,"RightShankLateral",,,,"bool","y","y","FALSE","RightLowerLimb, RightShank",,,,"ULB"
"0001, 0059",,,,,"LeftFoot",,,,"bool","y","y","FALSE","LeftLowerLimb","LeftFootDorsal, LeftFootPlantar",,,"ULB"
"0001, 0060",,,,,"LeftFootDorsal",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftFoot",,,,"ULB"
"0001, 0061",,,,,"LeftFootPlantar",,,,"bool","y","y","FALSE","LeftLowerLimb, LeftFoot",,,,"ULB"
"0001, 0062",,,,,"RightFoot",,,,"bool","y","y","FALSE","RightLowerLimb","RightFootDorsal, RightFootPlantar",,,"ULB"
"0001, 0063",,,,,"RightFootDorsal",,,,"bool","y","y","FALSE","RightLowerLimb, RightFoot",,,,"ULB"
"0001, 0064",,,,,"RightFootPlantar",,,,"bool","y","y","FALSE","RightLowerLimb, RightFoot",,,,"ULB"
"0001, 0065",,,,"Joints",,,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0066",,,,,"LeftTemporoMandibular",,,,"bool","y","y","FALSE",,"Skull, Jaw",,,"ULB"
"0001, 0067",,,,,"RightTemporoMandibular",,,,"bool","y","y","FALSE",,"Skull, Jaw",,,"ULB"
"0001, 0068",,,,,"LeftAtlantoOccipital",,,,"bool","y","y","FALSE",,"Skull, CervicalVertebrae1",,,"ULB"
"0001, 0069",,,,,"RightAtlantoOccipital",,,,"bool","y","y","FALSE",,"Skull, CervicalVertebrae1",,,"ULB"
"0001, 0070",,,,,"LeftLateralAtlantoAxial",,,,"bool","y","y","FALSE",,"CervicalVertebrae1, CervicalVertebrae2",,,"ULB"
"0001, 0071",,,,,"RightLateralAtlantoAxial",,,,"bool","y","y","FALSE",,"CervicalVertebrae1, CervicalVertebrae2",,,"ULB"
"0001, 0072",,,,,"MedianAtlantoAxial",,,,"bool","y","y","FALSE",,"CervicalVertebrae1, CervicalVertebrae2",,,"ULB"
"0001, 0073",,,,,"LeftZygapophyseal2",,,,"bool","y","y","FALSE",,"CervicalVertebrae2, CervicalVertebrae3",,,"ULB"
"0001, 0074",,,,,"RightZygapophyseal2",,,,"bool","y","y","FALSE",,"CervicalVertebrae2, CervicalVertebrae3",,,"ULB"
"0001, 0075",,,,,"LeftZygapophyseal3",,,,"bool","y","y","FALSE",,"CervicalVertebrae3, CervicalVertebrae4",,,"ULB"
"0001, 0076",,,,,"RightZygapophyseal3",,,,"bool","y","y","FALSE",,"CervicalVertebrae3, CervicalVertebrae4",,,"ULB"
"0001, 0077",,,,,"LeftZygapophyseal4",,,,"bool","y","y","FALSE",,"CervicalVertebrae4, CervicalVertebrae5",,,"ULB"
"0001, 0078",,,,,"RightZygapophyseal4",,,,"bool","y","y","FALSE",,"CervicalVertebrae4, CervicalVertebrae5",,,"ULB"
"0001, 0079",,,,,"LeftZygapophyseal5",,,,"bool","y","y","FALSE",,"CervicalVertebrae5, CervicalVertebrae6",,,"ULB"
"0001, 0080",,,,,"RightZygapophyseal5",,,,"bool","y","y","FALSE",,"CervicalVertebrae5, CervicalVertebrae6",,,"ULB"
"0001, 0081",,,,,"LeftZygapophyseal6",,,,"bool","y","y","FALSE",,"CervicalVertebrae6, CervicalVertebrae7",,,"ULB"
"0001, 0082",,,,,"RightZygapophyseal6",,,,"bool","y","y","FALSE",,"CervicalVertebrae6, CervicalVertebrae7",,,"ULB"
"0001, 0083",,,,,"LeftZygapophyseal7",,,,"bool","y","y","FALSE",,"CervicalVertebrae7, ThoracicVertebrae1",,,"ULB"
"0001, 0084",,,,,"RightZygapophyseal7",,,,"bool","y","y","FALSE",,"CervicalVertebrae7, ThoracicVertebrae1",,,"ULB"
"0001, 0085",,,,,"LeftZygapophyseal8",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, ThoracicVertebrae2",,,"ULB"
"0001, 0086",,,,,"RightZygapophyseal8",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, ThoracicVertebrae2",,,"ULB"
"0001, 0087",,,,,"LeftZygapophyseal9",,,,"bool","y","y","FALSE",,"ThoracicVertebrae2, ThoracicVertebrae3",,,"ULB"
"0001, 0088",,,,,"RightZygapophyseal9",,,,"bool","y","y","FALSE",,"ThoracicVertebrae2, ThoracicVertebrae3",,,"ULB"
"0001, 0089",,,,,"LeftZygapophyseal10",,,,"bool","y","y","FALSE",,"ThoracicVertebrae3, ThoracicVertebrae4",,,"ULB"
"0001, 0090",,,,,"RightZygapophyseal10",,,,"bool","y","y","FALSE",,"ThoracicVertebrae3, ThoracicVertebrae4",,,"ULB"
"0001, 0091",,,,,"LeftZygapophyseal11",,,,"bool","y","y","FALSE",,"ThoracicVertebrae4, ThoracicVertebrae5",,,"ULB"
"0001, 0092",,,,,"RightZygapophyseal11",,,,"bool","y","y","FALSE",,"ThoracicVertebrae4, ThoracicVertebrae5",,,"ULB"
"0001, 0093",,,,,"LeftZygapophyseal12",,,,"bool","y","y","FALSE",,"ThoracicVertebrae5, ThoracicVertebrae6",,,"ULB"
"0001, 0094",,,,,"RightZygapophyseal12",,,,"bool","y","y","FALSE",,"ThoracicVertebrae5, ThoracicVertebrae6",,,"ULB"
"0001, 0095",,,,,"LeftZygapophyseal13",,,,"bool","y","y","FALSE",,"ThoracicVertebrae6, ThoracicVertebrae7",,,"ULB"
"0001, 0096",,,,,"RightZygapophyseal13",,,,"bool","y","y","FALSE",,"ThoracicVertebrae6, ThoracicVertebrae7",,,"ULB"
"0001, 0097",,,,,"LeftZygapophyseal14",,,,"bool","y","y","FALSE",,"ThoracicVertebrae7, ThoracicVertebrae8",,,"ULB"
"0001, 0098",,,,,"RightZygapophyseal14",,,,"bool","y","y","FALSE",,"ThoracicVertebrae7, ThoracicVertebrae8",,,"ULB"
"0001, 0099",,,,,"LeftZygapophyseal15",,,,"bool","y","y","FALSE",,"ThoracicVertebrae8, ThoracicVertebrae9",,,"ULB"
"0001, 0100",,,,,"RightZygapophyseal15",,,,"bool","y","y","FALSE",,"ThoracicVertebrae8, ThoracicVertebrae9",,,"ULB"
"0001, 0101",,,,,"LeftZygapophyseal16",,,,"bool","y","y","FALSE",,"ThoracicVertebrae9, ThoracicVertebrae10",,,"ULB"
"0001, 0102",,,,,"RightZygapophyseal16",,,,"bool","y","y","FALSE",,"ThoracicVertebrae9, ThoracicVertebrae10",,,"ULB"
"0001, 0103",,,,,"LeftZygapophyseal17",,,,"bool","y","y","FALSE",,"ThoracicVertebrae10, ThoracicVertebrae11",,,"ULB"
"0001, 0104",,,,,"RightZygapophyseal17",,,,"bool","y","y","FALSE",,"ThoracicVertebrae10, ThoracicVertebrae11",,,"ULB"
"0001, 0105",,,,,"LeftZygapophyseal18",,,,"bool","y","y","FALSE",,"ThoracicVertebrae11, ThoracicVertebrae12",,,"ULB"
"0001, 0106",,,,,"RightZygapophyseal18",,,,"bool","y","y","FALSE",,"ThoracicVertebrae11, ThoracicVertebrae12",,,"ULB"
"0001, 0107",,,,,"LeftZygapophyseal19",,,,"bool","y","y","FALSE",,"ThoracicVertebrae12, LumbarVertebrae1",,,"ULB"
"0001, 0108",,,,,"RightZygapophyseal19",,,,"bool","y","y","FALSE",,"ThoracicVertebrae12, LumbarVertebrae1",,,"ULB"
"0001, 0109",,,,,"LeftZygapophyseal20",,,,"bool","y","y","FALSE",,"LumbarVertebrae1, LumbarVertebrae2",,,"ULB"
"0001, 0110",,,,,"RightZygapophyseal20",,,,"bool","y","y","FALSE",,"LumbarVertebrae1, LumbarVertebrae2",,,"ULB"
"0001, 0111",,,,,"LeftZygapophyseal21",,,,"bool","y","y","FALSE",,"LumbarVertebrae2, LumbarVertebrae3",,,"ULB"
"0001, 0112",,,,,"RightZygapophyseal21",,,,"bool","y","y","FALSE",,"LumbarVertebrae2, LumbarVertebrae3",,,"ULB"
"0001, 0113",,,,,"LeftZygapophyseal22",,,,"bool","y","y","FALSE",,"LumbarVertebrae3, LumbarVertebrae4",,,"ULB"
"0001, 0114",,,,,"RightZygapophyseal22",,,,"bool","y","y","FALSE",,"LumbarVertebrae3, LumbarVertebrae4",,,"ULB"
"0001, 0115",,,,,"LeftZygapophyseal23",,,,"bool","y","y","FALSE",,"LumbarVertebrae4, LumbarVertebrae5",,,"ULB"
"0001, 0116",,,,,"RightZygapophyseal23",,,,"bool","y","y","FALSE",,"LumbarVertebrae4, LumbarVertebrae5",,,"ULB"
"0001, 0117",,,,,"Intercorporeal1",,,,"bool","y","y","FALSE",,"CervicalVertebrae1, CervicalVertebrae2",,,"ULB"
"0001, 0118",,,,,"Intercorporeal2",,,,"bool","y","y","FALSE",,"CervicalVertebrae2, CervicalVertebrae3",,,"ULB"
"0001, 0119",,,,,"Intercorporeal3",,,,"bool","y","y","FALSE",,"CervicalVertebrae3, CervicalVertebrae4",,,"ULB"
"0001, 0120",,,,,"Intercorporeal4",,,,"bool","y","y","FALSE",,"CervicalVertebrae4, CervicalVertebrae5",,,"ULB"
"0001, 0121",,,,,"Intercorporeal5",,,,"bool","y","y","FALSE",,"CervicalVertebrae5, CervicalVertebrae6",,,"ULB"
"0001, 0122",,,,,"Intercorporeal6",,,,"bool","y","y","FALSE",,"CervicalVertebrae6, CervicalVertebrae7",,,"ULB"
"0001, 0123",,,,,"Intercorporeal7",,,,"bool","y","y","FALSE",,"CervicalVertebrae7, ThoracicVertebrae1",,,"ULB"
"0001, 0124",,,,,"Intercorporeal8",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, ThoracicVertebrae2",,,"ULB"
"0001, 0125",,,,,"Intercorporeal9",,,,"bool","y","y","FALSE",,"ThoracicVertebrae2, ThoracicVertebrae3",,,"ULB"
"0001, 0126",,,,,"Intercorporeal10",,,,"bool","y","y","FALSE",,"ThoracicVertebrae3, ThoracicVertebrae4",,,"ULB"
"0001, 0127",,,,,"Intercorporeal11",,,,"bool","y","y","FALSE",,"ThoracicVertebrae4, ThoracicVertebrae5",,,"ULB"
"0001, 0128",,,,,"Intercorporeal12",,,,"bool","y","y","FALSE",,"ThoracicVertebrae5, ThoracicVertebrae6",,,"ULB"
"0001, 0129",,,,,"Intercorporeal13",,,,"bool","y","y","FALSE",,"ThoracicVertebrae6, ThoracicVertebrae7",,,"ULB"
"0001, 0130",,,,,"Intercorporeal14",,,,"bool","y","y","FALSE",,"ThoracicVertebrae7, ThoracicVertebrae8",,,"ULB"
"0001, 0131",,,,,"Intercorporeal15",,,,"bool","y","y","FALSE",,"ThoracicVertebrae8, ThoracicVertebrae9",,,"ULB"
"0001, 0132",,,,,"Intercorporeal16",,,,"bool","y","y","FALSE",,"ThoracicVertebrae9, ThoracicVertebrae10",,,"ULB"
"0001, 0133",,,,,"Intercorporeal17",,,,"bool","y","y","FALSE",,"ThoracicVertebrae10, ThoracicVertebrae11",,,"ULB"
"0001, 0134",,,,,"Intercorporeal18",,,,"bool","y","y","FALSE",,"ThoracicVertebrae11, ThoracicVertebrae12",,,"ULB"
"0001, 0135",,,,,"Intercorporeal19",,,,"bool","y","y","FALSE",,"ThoracicVertebrae12, LumbarVertebrae1",,,"ULB"
"0001, 0136",,,,,"Intercorporeal20",,,,"bool","y","y","FALSE",,"LumbarVertebrae1, LumbarVertebrae2",,,"ULB"
"0001, 0137",,,,,"Intercorporeal21",,,,"bool","y","y","FALSE",,"LumbarVertebrae2, LumbarVertebrae3",,,"ULB"
"0001, 0138",,,,,"Intercorporeal22",,,,"bool","y","y","FALSE",,"LumbarVertebrae3, LumbarVertebrae4",,,"ULB"
"0001, 0139",,,,,"Intercorporeal23",,,,"bool","y","y","FALSE",,"LumbarVertebrae4, LumbarVertebrae5",,,"ULB"
"0001, 0140",,,,,"Intercorporeal24",,,,"bool","y","y","FALSE",,"LumbarVertebrae5, Sacrum",,,"ULB"
"0001, 0141",,,,,"LeftLumbosacral",,,,"bool","y","y","FALSE",,"LumbarVertebrae5, Sacrum",,,"ULB"
"0001, 0142",,,,,"RightLumbosacral",,,,"bool","y","y","FALSE",,"LumbarVertebrae5, Sacrum",,,"ULB"
"0001, 0143",,,,,"CoccoSacral",,,,"bool","y","y","FALSE",,"Sacrum, Coccyx",,,"ULB"
"0001, 0144",,,,,"ManubrioSternal",,,,"bool","y","y","FALSE",,"Manubrium, SternalBody",,,"ULB"
"0001, 0145",,,,,"XiphiSternal",,,,"bool","y","y","FALSE",,"SternalBody, XiphoidProcess",,,"ULB"
"0001, 0146",,,,,"LeftCostoCorporeal1",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, LeftRib1",,,"ULB"
"0001, 0147",,,,,"LeftCostoTransverse1",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, LeftRib1",,,"ULB"
"0001, 0148",,,,,"LeftCostoChondral1",,,,"bool","y","y","FALSE",,"LeftRib1, LeftCostalCartilage1",,,"ULB"
"0001, 0149",,,,,"LeftChondroSternal1",,,,"bool","y","y","FALSE",,"LeftCostalCartilage1, Manubrium",,,"ULB"
"0001, 0150",,,,,"LeftCostoCorporeal2",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, ThoracicVertebrae2, LeftRib2",,,"ULB"
"0001, 0151",,,,,"LeftCostoTransverse2",,,,"bool","y","y","FALSE",,"ThoracicVertebrae2, LeftRib2",,,"ULB"
"0001, 0152",,,,,"LeftCostoChondral2",,,,"bool","y","y","FALSE",,"LeftRib2, LeftCostalCartilage2",,,"ULB"
"0001, 0153",,,,,"LeftChondroSternal2",,,,"bool","y","y","FALSE",,"LeftCostalCartilage2, Manubrium, SternalBody",,,"ULB"
"0001, 0154",,,,,"LeftCostoCorporeal3",,,,"bool","y","y","FALSE",,"ThoracicVertebrae2, ThoracicVertebrae3, LeftRib3",,,"ULB"
"0001, 0155",,,,,"LeftCostoTransverse3",,,,"bool","y","y","FALSE",,"ThoracicVertebrae3, LeftRib3",,,"ULB"
"0001, 0156",,,,,"LeftCostoChondral3",,,,"bool","y","y","FALSE",,"LeftRib3, LeftCostalCartilage3",,,"ULB"
"0001, 0157",,,,,"LeftChondroSternal3",,,,"bool","y","y","FALSE",,"LeftCostalCartilage3, SternalBody",,,"ULB"
"0001, 0158",,,,,"LeftCostoCorporeal4",,,,"bool","y","y","FALSE",,"ThoracicVertebrae3, ThoracicVertebrae4, LeftRib4",,,"ULB"
"0001, 0159",,,,,"LeftCostoTransverse4",,,,"bool","y","y","FALSE",,"ThoracicVertebrae4, LeftRib4",,,"ULB"
"0001, 0160",,,,,"LeftCostoChondral4",,,,"bool","y","y","FALSE",,"LeftRib4, LeftCostalCartilage4",,,"ULB"
"0001, 0161",,,,,"LeftChondroSternal4",,,,"bool","y","y","FALSE",,"LeftCostalCartilage4, SternalBody",,,"ULB"
"0001, 0162",,,,,"LeftCostoCorporeal5",,,,"bool","y","y","FALSE",,"ThoracicVertebrae4, ThoracicVertebrae5, LeftRib5",,,"ULB"
"0001, 0163",,,,,"LeftCostoTransverse5",,,,"bool","y","y","FALSE",,"ThoracicVertebrae5, LeftRib5",,,"ULB"
"0001, 0164",,,,,"LeftCostoChondral5",,,,"bool","y","y","FALSE",,"LeftRib5, LeftCostalCartilage5",,,"ULB"
"0001, 0165",,,,,"LeftChondroSternal5",,,,"bool","y","y","FALSE",,"LeftCostalCartilage5, SternalBody",,,"ULB"
"0001, 0166",,,,,"LeftCostoCorporeal6",,,,"bool","y","y","FALSE",,"ThoracicVertebrae5, ThoracicVertebrae6, LeftRib6",,,"ULB"
"0001, 0167",,,,,"LeftCostoTransverse6",,,,"bool","y","y","FALSE",,"ThoracicVertebrae6, LeftRib6",,,"ULB"
"0001, 0168",,,,,"LeftCostoChondral6",,,,"bool","y","y","FALSE",,"LeftRib6, LeftCostalCartilage6",,,"ULB"
"0001, 0169",,,,,"LeftChondroSternal6",,,,"bool","y","y","FALSE",,"LeftCostalCartilage6, SternalBody",,,"ULB"
"0001, 0170",,,,,"LeftCostoCorporeal7",,,,"bool","y","y","FALSE",,"ThoracicVertebrae6, ThoracicVertebrae7, LeftRib7",,,"ULB"
"0001, 0171",,,,,"LeftCostoTransverse7",,,,"bool","y","y","FALSE",,"ThoracicVertebrae7, LeftRib7",,,"ULB"
"0001, 0172",,,,,"LeftCostoChondral7",,,,"bool","y","y","FALSE",,"LeftRib7, LeftCostalCartilage7",,,"ULB"
"0001, 0173",,,,,"LeftChondroSternal7",,,,"bool","y","y","FALSE",,"LeftCostalCartilage7, SternalBody",,,"ULB"
"0001, 0174",,,,,"LeftCostoCorporeal8",,,,"bool","y","y","FALSE",,"ThoracicVertebrae7, ThoracicVertebrae8, LeftRib8",,,"ULB"
"0001, 0175",,,,,"LeftCostoTransverse8",,,,"bool","y","y","FALSE",,"ThoracicVertebrae8, LeftRib8",,,"ULB"
"0001, 0176",,,,,"LeftCostoChondral8",,,,"bool","y","y","FALSE",,"LeftRib8, LeftCostalCartilage8",,,"ULB"
"0001, 0177",,,,,"LeftChondroChondral1",,,,"bool","y","y","FALSE",,"LeftCostalCartilage7, LeftCostalCartilage8",,,"ULB"
"0001, 0178",,,,,"LeftCostoCorporeal9",,,,"bool","y","y","FALSE",,"ThoracicVertebrae8, ThoracicVertebrae9, LeftRib9",,,"ULB"
"0001, 0179",,,,,"LeftCostoTransverse9",,,,"bool","y","y","FALSE",,"ThoracicVertebrae9, LeftRib9",,,"ULB"
"0001, 0180",,,,,"LeftCostoChondral9",,,,"bool","y","y","FALSE",,"LeftRib9, LeftCostalCartilage9",,,"ULB"
"0001, 0181",,,,,"LeftChondroChondral2",,,,"bool","y","y","FALSE",,"LeftCostalCartilage8, LeftCostalCartilage9",,,"ULB"
"0001, 0182",,,,,"LeftCostoCorporeal10",,,,"bool","y","y","FALSE",,"ThoracicVertebrae9, ThoracicVertebrae10, LeftRib10",,,"ULB"
"0001, 0183",,,,,"LeftCostoTransverse10",,,,"bool","y","y","FALSE",,"ThoracicVertebrae10, LeftRib10",,,"ULB"
"0001, 0184",,,,,"LeftCostoChondral10",,,,"bool","y","y","FALSE",,"LeftRib10, LeftCostalCartilage10",,,"ULB"
"0001, 0185",,,,,"LeftChondroChondral3",,,,"bool","y","y","FALSE",,"LeftCostalCartilage9, LeftCostalCartilage10",,,"ULB"
"0001, 0186",,,,,"LeftCostoCorporeal11",,,,"bool","y","y","FALSE",,"ThoracicVertebrae11, LeftRib11",,,"ULB"
"0001, 0187",,,,,"LeftCostoChondral11",,,,"bool","y","y","FALSE",,"LeftRib11, LeftCostalCartilage11",,,"ULB"
"0001, 0188",,,,,"LeftCostoCorporeal12",,,,"bool","y","y","FALSE",,"ThoracicVertebrae12, LeftRib12",,,"ULB"
"0001, 0189",,,,,"LeftCostoChondral12",,,,"bool","y","y","FALSE",,"LeftRib12, LeftCostalCartilage12",,,"ULB"
"0001, 0190",,,,,"RightCostoCorporeal1",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, RightRib1",,,"ULB"
"0001, 0191",,,,,"RightCostoTransverse1",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, RightRib1",,,"ULB"
"0001, 0192",,,,,"RightCostoChondral1",,,,"bool","y","y","FALSE",,"RightRib1, RightCostalCartilage1",,,"ULB"
"0001, 0193",,,,,"RightChondroSternal1",,,,"bool","y","y","FALSE",,"RightCostalCartilage1, Manubrium",,,"ULB"
"0001, 0194",,,,,"RightCostoCorporeal2",,,,"bool","y","y","FALSE",,"ThoracicVertebrae1, ThoracicVertebrae2, RightRib2",,,"ULB"
"0001, 0195",,,,,"RightCostoTransverse2",,,,"bool","y","y","FALSE",,"ThoracicVertebrae2, RightRib2",,,"ULB"
"0001, 0196",,,,,"RightCostoChondral2",,,,"bool","y","y","FALSE",,"RightRib2, RightCostalCartilage2",,,"ULB"
"0001, 0197",,,,,"RightChondroSternal2",,,,"bool","y","y","FALSE",,"RightCostalCartilage2, Manubrium, SternalBody",,,"ULB"
"0001, 0198",,,,,"RightCostoCorporeal3",,,,"bool","y","y","FALSE",,"ThoracicVertebrae2, ThoracicVertebrae3, RightRib3",,,"ULB"
"0001, 0199",,,,,"RightCostoTransverse3",,,,"bool","y","y","FALSE",,"ThoracicVertebrae3, RightRib3",,,"ULB"
"0001, 0200",,,,,"RightCostoChondral3",,,,"bool","y","y","FALSE",,"RightRib3, RightCostalCartilage3",,,"ULB"
"0001, 0201",,,,,"RightChondroSternal3",,,,"bool","y","y","FALSE",,"RightCostalCartilage3, SternalBody",,,"ULB"
"0001, 0202",,,,,"RightCostoCorporeal4",,,,"bool","y","y","FALSE",,"ThoracicVertebrae3, ThoracicVertebrae4, RightRib4",,,"ULB"
"0001, 0203",,,,,"RightCostoTransverse4",,,,"bool","y","y","FALSE",,"ThoracicVertebrae4, RightRib4",,,"ULB"
