"NumTag","L1","L2","L3","L4","L5","L6","L7","L8","ValueType","Editable","Searchable","Value","IsPartOf","HasPart","AttachTo","ArticulateWith","Expert"
"0001, 0866",,,,,"Adducted",,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0867",,,,,"Abducted",,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0868",,,"Movement",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0869",,,,"LevelWakling",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0870",,,,"StairClimbing",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0871",,,,"ChairRisingNoArms",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0872",,,"Velocity",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0873",,,,"Slow",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0874",,,,"Fast",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0875",,,"Acceleration",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0876",,,,"High",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0877",,,,"Low",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0878",,,,"QuasiStatic",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0879",,,"Force",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0880",,,,"LeftHipRection",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0881",,,,"LeftBicepsFemoralisForce",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0882",,,"Pressure",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0883",,,,"LeftHipContactPressure",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0884",,,"Strain",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0885",,,,"StrainTensor",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0886",,,,"PrincipalStrain",,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0887",,,"Stress",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0888",,,"Elasticity",,,,,,"bool","y","y","FALSE",,,,,"IOR"
"0001, 0889",,,"Strength",,,,,,"bool","y","y","FALSE",,,,,"IOR"
